rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db
17,3.0,00:28:33,51364.0,11,6,B,3,切球,1.0,,1.0,4.0,825.0,436.0,2.0,2,840.0,520.0,掛網,對手掛網,A,,9,710.0,434.0,8,672.0,614.0,0
18,1.0,00:29:41,53403.0,12,6,A,1,發長球,,,2.0,,,,1.0,9,748.0,429.0,,,,,8,585.0,633.0,8,720.0,446.0,0
18,2.0,00:29:44,53471.0,12,6,B,2,殺球,1.0,,1.0,9.0,748.0,429.0,2.0,5,844.0,638.0,,,,,9,748.0,422.0,8,660.0,640.0,0
18,3.0,00:29:44,53487.0,12,6,A,2,擋小球,,,2.0,5.0,844.0,638.0,2.0,6,811.0,489.0,,,,,8,753.0,621.0,8,708.0,448.0,0
18,4.0,00:29:45,53512.0,12,6,B,2,放小球,,1.0,2.0,6.0,811.0,489.0,2.0,1,830.0,576.0,,,,,8,760.0,489.0,8,705.0,633.0,0
18,5.0,00:29:46,53544.0,12,6,A,2,挑球,,,2.0,1.0,830.0,576.0,1.0,9,732.0,436.0,,,,,1,784.0,583.0,8,710.0,475.0,0
18,6.0,00:29:47,53585.0,12,6,B,2,殺球,1.0,,1.0,9.0,732.0,436.0,2.0,6,412.0,631.0,,,,,9,717.0,432.0,8,681.0,624.0,0
18,7.0,00:29:48,53599.0,12,6,A,2,擋小球,,1.0,2.0,6.0,412.0,631.0,2.0,5,436.0,492.0,,,,,8,664.0,628.0,9,724.0,436.0,0
18,8.0,00:29:49,53632.0,12,6,B,2,挑球,,,2.0,5.0,436.0,492.0,1.0,6,364.0,614.0,,,,,5,496.0,492.0,8,525.0,592.0,0
18,9.0,00:29:50,53654.0,12,6,A,2,長球,1.0,,1.0,6.0,364.0,614.0,1.0,4,820.0,432.0,,,,,8,470.0,624.0,8,528.0,470.0,0
18,10.0,00:29:51,53696.0,12,6,B,2,長球,,1.0,1.0,4.0,820.0,432.0,1.0,6,360.0,672.0,,,,,6,782.0,439.0,8,636.0,638.0,0
18,11.0,00:29:52,53734.0,12,6,A,2,長球,,1.0,1.0,6.0,360.0,672.0,1.0,3,463.0,429.0,,,,,8,456.0,669.0,8,636.0,448.0,0
18,12.0,00:29:54,53773.0,12,6,B,2,切球,,,1.0,3.0,463.0,429.0,2.0,1,777.0,568.0,,,,,3,477.0,429.0,8,566.0,638.0,0
18,13.0,00:29:55,53802.0,12,6,A,2,放小球,,,2.0,1.0,777.0,568.0,2.0,2,806.0,513.0,,,,,7,748.0,578.0,8,564.0,446.0,0
18,14.0,00:29:56,53833.0,12,6,B,3,勾球,,1.0,2.0,2.0,806.0,513.0,2.0,16,338.0,549.0,出界,對手出界,A,,2,775.0,511.0,7,763.0,568.0,0
19,1.0,00:30:24,54670.0,12,7,A,1,發長球,,,2.0,,,,1.0,9,535.0,429.0,,,,,8,636.0,628.0,8,547.0,463.0,0
19,2.0,00:30:26,54730.0,12,7,B,2,切球,,,1.0,9.0,535.0,429.0,2.0,1,792.0,568.0,,,,,9,540.0,429.0,8,624.0,638.0,0
19,3.0,00:30:27,54756.0,12,7,A,2,挑球,,,2.0,1.0,792.0,568.0,1.0,3,504.0,432.0,,,,,8,729.0,612.0,8,628.0,453.0,0
19,4.0,00:30:27,54782.0,12,7,B,2,切球,,,1.0,3.0,504.0,432.0,2.0,2,432.0,559.0,,,,,8,619.0,448.0,8,638.0,619.0,0
19,5.0,00:30:28,54808.0,12,7,A,2,挑球,,1.0,2.0,2.0,432.0,559.0,1.0,9,746.0,429.0,,,,,2,448.0,576.0,8,559.0,453.0,0
19,6.0,00:30:30,54852.0,12,7,B,2,長球,1.0,,1.0,9.0,746.0,429.0,1.0,6,388.0,676.0,,,,,9,705.0,434.0,8,597.0,609.0,0
19,7.0,00:30:31,54889.0,12,7,A,2,切球,1.0,,1.0,6.0,388.0,676.0,2.0,5,451.0,477.0,,,,,8,496.0,672.0,8,652.0,460.0,0
19,8.0,00:30:32,54917.0,12,7,B,2,放小球,,,2.0,5.0,451.0,477.0,2.0,2,362.0,583.0,,,,,5,494.0,475.0,8,532.0,662.0,0
19,9.0,00:30:33,54948.0,12,7,A,2,挑球,,1.0,2.0,2.0,362.0,583.0,1.0,3,465.0,424.0,,,,,2,410.0,590.0,8,568.0,470.0,0
19,10.0,00:30:34,54985.0,12,7,B,2,殺球,,,1.0,3.0,465.0,424.0,2.0,6,374.0,621.0,,,,,9,549.0,434.0,8,554.0,597.0,0
19,11.0,00:30:35,55000.0,12,7,A,2,擋小球,,1.0,2.0,6.0,374.0,621.0,2.0,8,566.0,489.0,,,,,8,590.0,631.0,5,506.0,439.0,0
19,12.0,00:30:36,55026.0,12,7,B,2,挑球,,,2.0,8.0,566.0,489.0,1.0,6,398.0,679.0,,,,,8,633.0,482.0,8,573.0,633.0,0
19,13.0,00:30:37,55073.0,12,7,A,2,殺球,1.0,,1.0,6.0,398.0,679.0,2.0,5,477.0,448.0,,,,,9,441.0,686.0,8,571.0,472.0,0
19,14.0,00:30:37,55081.0,12,7,B,2,擋小球,,,2.0,5.0,477.0,448.0,2.0,7,640.0,583.0,,,,,8,578.0,463.0,6,424.0,679.0,0
19,15.0,00:30:38,55112.0,12,7,A,2,挑球,,,2.0,7.0,640.0,583.0,1.0,4,782.0,434.0,,,,,8,578.0,600.0,8,552.0,463.0,0
19,16.0,00:30:40,55154.0,12,7,B,2,殺球,1.0,,1.0,4.0,782.0,434.0,2.0,5,813.0,604.0,,,,,9,748.0,436.0,8,686.0,633.0,0
19,17.0,00:30:40,55169.0,12,7,A,2,擋小球,,,2.0,5.0,813.0,604.0,2.0,7,544.0,494.0,,,,,8,746.0,636.0,8,724.0,441.0,0
19,18.0,00:30:41,55200.0,12,7,B,2,推球,,,2.0,7.0,544.0,494.0,1.0,6,388.0,672.0,,,,,7,595.0,494.0,8,631.0,626.0,0
19,19.0,00:30:42,55229.0,12,7,A,2,過度切球,,1.0,1.0,6.0,388.0,672.0,2.0,2,804.0,501.0,,,,,8,468.0,669.0,8,595.0,468.0,0
19,20.0,00:30:43,55257.0,12,7,B,2,勾球,,1.0,2.0,2.0,804.0,501.0,2.0,2,448.0,556.0,,,,,8,760.0,492.0,8,590.0,650.0,0
19,21.0,00:30:44,55286.0,12,7,A,2,挑球,,1.0,2.0,2.0,448.0,556.0,1.0,4,770.0,432.0,,,,,7,492.0,580.0,8,657.0,468.0,0
19,22.0,00:30:46,55325.0,12,7,B,2,長球,,1.0,1.0,4.0,770.0,432.0,1.0,4,391.0,691.0,,,,,8,722.0,439.0,8,614.0,607.0,0
19,23.0,00:30:47,55367.0,12,7,A,2,長球,1.0,,1.0,4.0,391.0,691.0,1.0,3,508.0,432.0,,,,,8,475.0,679.0,8,621.0,456.0,0
19,24.0,00:30:48,55406.0,12,7,B,2,殺球,,,1.0,3.0,508.0,432.0,2.0,6,422.0,619.0,,,,,9,559.0,424.0,8,576.0,638.0,0
19,25.0,00:30:49,55419.0,12,7,A,2,擋小球,,1.0,2.0,6.0,422.0,619.0,2.0,7,732.0,494.0,,,,,8,607.0,628.0,9,537.0,434.0,0
19,26.0,00:30:50,55452.0,12,7,B,2,推球,,1.0,2.0,7.0,732.0,494.0,1.0,5,765.0,684.0,,,,,8,684.0,492.0,8,576.0,626.0,0
19,27.0,00:30:51,55484.0,12,7,A,2,長球,,,1.0,5.0,765.0,684.0,1.0,4,780.0,429.0,,,,,8,708.0,672.0,8,648.0,458.0,0
19,28.0,00:30:53,55535.0,12,7,B,2,切球,1.0,,1.0,4.0,780.0,429.0,2.0,2,415.0,588.0,,,,,9,756.0,432.0,8,672.0,636.0,0
19,29.0,00:30:53,55564.0,12,7,A,2,放小球,,1.0,2.0,2.0,415.0,588.0,2.0,7,523.0,520.0,,,,,8,460.0,607.0,8,688.0,451.0,0
19,30.0,00:30:54,55593.0,12,7,B,2,挑球,,,2.0,7.0,523.0,520.0,1.0,4,384.0,693.0,,,,,7,549.0,494.0,8,571.0,602.0,0
19,31.0,00:30:56,55650.0,12,7,A,2,殺球,1.0,,1.0,4.0,384.0,693.0,2.0,5,472.0,458.0,,,,,4,408.0,684.0,8,590.0,468.0,0
19,32.0,00:30:57,55663.0,12,7,B,2,擋小球,,,2.0,5.0,472.0,458.0,2.0,7,712.0,590.0,,,,,8,537.0,470.0,6,415.0,664.0,0
19,33.0,00:30:58,55689.0,12,7,A,2,推球,,,2.0,7.0,712.0,590.0,2.0,3,465.0,429.0,,,,,8,631.0,614.0,8,588.0,468.0,0
19,34.0,00:30:59,55733.0,12,7,B,2,過度切球,,,2.0,3.0,465.0,429.0,2.0,2,446.0,556.0,,,,,3,532.0,432.0,8,568.0,604.0,0
19,35.0,00:31:00,55759.0,12,7,A,2,放小球,,1.0,2.0,2.0,446.0,556.0,2.0,1,441.0,511.0,,,,,7,494.0,580.0,8,576.0,448.0,0
19,36.0,00:31:01,55787.0,12,7,B,2,挑球,,,2.0,1.0,441.0,511.0,1.0,9,609.0,693.0,,,,,1,492.0,496.0,7,518.0,568.0,0
19,37.0,00:31:02,55832.0,12,7,A,3,殺球,,,1.0,9.0,609.0,693.0,2.0,11,864.0,451.0,出界,對手出界,B,,8,592.0,650.0,8,614.0,463.0,0
20,1.0,00:31:38,56891.0,13,7,B,1,發長球,,,2.0,,,,1.0,4,340.0,691.0,,,,,8,643.0,460.0,8,489.0,636.0,0
20,2.0,00:31:40,56958.0,13,7,A,2,殺球,1.0,,1.0,4.0,340.0,691.0,2.0,6,772.0,468.0,,,,,4,336.0,693.0,8,578.0,470.0,0
20,3.0,00:31:41,56979.0,13,7,B,2,防守回抽,,1.0,2.0,6.0,772.0,468.0,1.0,5,801.0,633.0,,,,,8,722.0,470.0,8,448.0,664.0,0
20,4.0,00:31:41,57001.0,13,7,A,3,後場抽平球,,,1.0,5.0,801.0,633.0,2.0,3,460.0,436.0,對手落地致勝,落地致勝,A,,8,688.0,636.0,8,708.0,470.0,0
21,1.0,00:32:08,57794.0,13,8,A,1,發長球,,,2.0,,,,1.0,13,760.0,420.0,,,,,8,578.0,621.0,8,722.0,453.0,0
21,2.0,00:32:10,57856.0,13,8,B,2,切球,,,1.0,13.0,760.0,420.0,2.0,6,393.0,595.0,,,,,4,768.0,424.0,8,648.0,628.0,0
21,3.0,00:32:11,57884.0,13,8,A,2,放小球,,1.0,2.0,6.0,393.0,595.0,2.0,7,506.0,513.0,,,,,6,434.0,607.0,8,662.0,441.0,0
21,4.0,00:32:12,57910.0,13,8,B,2,放小球,,,2.0,7.0,506.0,513.0,2.0,2,468.0,547.0,,,,,8,549.0,487.0,7,542.0,583.0,0
21,5.0,00:32:13,57934.0,13,8,A,2,放小球,,1.0,2.0,2.0,468.0,547.0,2.0,1,451.0,511.0,,,,,7,523.0,554.0,8,564.0,489.0,0
21,6.0,00:32:13,57961.0,13,8,B,2,挑球,,,2.0,1.0,451.0,511.0,2.0,3,813.0,691.0,,,,,7,506.0,504.0,7,530.0,566.0,0
21,7.0,00:32:15,57998.0,13,8,A,2,後場抽平球,,,2.0,3.0,813.0,691.0,1.0,8,724.0,453.0,,,,,8,727.0,664.0,8,626.0,472.0,0
21,8.0,00:32:15,58021.0,13,8,B,3,點扣,1.0,,1.0,8.0,724.0,453.0,2.0,2,448.0,583.0,對手落地致勝,落地致勝,B,,8,693.0,458.0,8,746.0,672.0,0
22,1.0,00:32:37,58677.0,14,8,B,1,發長球,,,2.0,,,,1.0,3,780.0,693.0,,,,,8,604.0,482.0,8,717.0,633.0,0
22,2.0,00:32:40,58749.0,14,8,A,2,切球,,,1.0,3.0,780.0,693.0,2.0,6,772.0,480.0,,,,,8,758.0,679.0,8,624.0,468.0,0
22,3.0,00:32:40,58765.0,14,8,B,2,放小球,,1.0,2.0,6.0,772.0,480.0,2.0,1,820.0,580.0,,,,,8,705.0,470.0,8,732.0,655.0,0
22,4.0,00:32:41,58796.0,14,8,A,2,放小球,,,2.0,1.0,820.0,580.0,2.0,2,813.0,504.0,,,,,7,756.0,592.0,8,676.0,463.0,0
22,5.0,00:32:42,58822.0,14,8,B,2,挑球,,1.0,2.0,2.0,813.0,504.0,1.0,8,441.0,652.0,,,,,2,768.0,501.0,7,720.0,578.0,0
22,6.0,00:32:43,58858.0,14,8,A,2,殺球,1.0,,1.0,8.0,441.0,652.0,2.0,5,448.0,453.0,,,,,8,564.0,655.0,8,640.0,463.0,0
22,7.0,00:32:44,58874.0,14,8,B,2,擋小球,,,2.0,5.0,448.0,453.0,1.0,2,405.0,549.0,,,,,8,537.0,456.0,8,492.0,652.0,0
22,8.0,00:32:45,58906.0,14,8,A,2,勾球,,1.0,1.0,2.0,405.0,549.0,2.0,2,775.0,496.0,,,,,2,429.0,583.0,5,480.0,458.0,0
22,9.0,00:32:46,58930.0,14,8,B,2,挑球,,1.0,2.0,2.0,775.0,496.0,1.0,8,736.0,667.0,,,,,8,708.0,484.0,7,484.0,583.0,0
22,10.0,00:32:47,58960.0,14,8,A,3,殺球,,,1.0,8.0,736.0,667.0,2.0,5,484.0,460.0,對手落地致勝,落地致勝,A,,8,612.0,648.0,8,679.0,484.0,0
23,1.0,00:33:09,59613.0,14,9,A,1,發長球,,,2.0,,,,1.0,3,487.0,427.0,,,,,8,638.0,626.0,8,554.0,448.0,0
23,2.0,00:33:11,59677.0,14,9,B,2,殺球,,,1.0,3.0,487.0,427.0,2.0,6,388.0,612.0,,,,,3,513.0,427.0,8,609.0,607.0,0
23,3.0,00:33:11,59690.0,14,9,A,2,防守回挑,,1.0,2.0,6.0,388.0,612.0,1.0,8,640.0,439.0,,,,,8,614.0,628.0,5,520.0,441.0,0
23,4.0,00:33:12,59730.0,14,9,B,3,殺球,,,1.0,8.0,640.0,439.0,2.0,15,328.0,640.0,對手落地致勝,落地致勝,B,,9,621.0,427.0,8,633.0,628.0,0
24,1.0,00:33:38,60480.0,15,9,B,1,發長球,,,2.0,,,,1.0,9,470.0,686.0,,,,,8,645.0,468.0,8,482.0,626.0,0
24,2.0,00:33:40,60547.0,15,9,A,2,切球,,,1.0,9.0,470.0,686.0,2.0,5,475.0,489.0,,,,,9,477.0,698.0,8,607.0,463.0,0
24,3.0,00:33:41,60570.0,15,9,B,2,放小球,,,2.0,5.0,475.0,489.0,2.0,2,427.0,564.0,,,,,8,523.0,482.0,8,547.0,643.0,0
24,4.0,00:33:41,60598.0,15,9,A,2,挑球,,1.0,2.0,2.0,427.0,564.0,1.0,5,458.0,439.0,,,,,2,441.0,588.0,8,580.0,472.0,0
24,5.0,00:33:42,60629.0,15,9,B,2,過度切球,,,1.0,5.0,458.0,439.0,2.0,2,415.0,571.0,,,,,3,511.0,432.0,8,535.0,607.0,0
24,6.0,00:33:43,60658.0,15,9,A,2,挑球,,1.0,2.0,2.0,415.0,571.0,1.0,9,760.0,432.0,,,,,6,448.0,602.0,8,576.0,441.0,0
24,7.0,00:33:45,60695.0,15,9,B,2,殺球,1.0,,1.0,9.0,760.0,432.0,2.0,5,808.0,643.0,,,,,8,679.0,439.0,8,664.0,612.0,0
24,8.0,00:33:45,60708.0,15,9,A,2,擋小球,,,2.0,5.0,808.0,643.0,2.0,7,708.0,499.0,,,,,8,741.0,643.0,8,710.0,444.0,0
24,9.0,00:33:46,60732.0,15,9,B,2,挑球,,1.0,2.0,7.0,708.0,499.0,1.0,6,429.0,669.0,,,,,8,679.0,480.0,8,667.0,631.0,0
24,10.0,00:33:47,60760.0,15,9,A,3,殺球,1.0,,1.0,6.0,429.0,669.0,2.0,6,808.0,470.0,對手落地致勝,落地致勝,A,,8,480.0,662.0,8,604.0,458.0,0
25,1.0,00:34:05,61298.0,16,9,A,1,發長球,,,2.0,,,,1.0,9,722.0,424.0,,,,,8,578.0,626.0,8,696.0,460.0,0
25,2.0,00:34:07,61361.0,16,9,B,2,殺球,1.0,,1.0,9.0,722.0,424.0,2.0,5,789.0,621.0,,,,,9,720.0,424.0,8,648.0,624.0,0
25,3.0,00:34:07,61377.0,16,9,A,2,擋小球,,,2.0,5.0,789.0,621.0,2.0,7,576.0,506.0,,,,,8,720.0,628.0,9,688.0,424.0,0
25,4.0,00:34:09,61409.0,16,9,B,2,放小球,,1.0,2.0,7.0,576.0,506.0,2.0,1,820.0,564.0,,,,,8,595.0,489.0,8,595.0,604.0,0
25,5.0,00:34:09,61438.0,16,9,A,2,挑球,,,2.0,1.0,820.0,564.0,1.0,9,660.0,432.0,,,,,7,760.0,571.0,8,648.0,480.0,0
25,6.0,00:34:11,61482.0,16,9,B,3,殺球,,,1.0,9.0,660.0,432.0,2.0,15,271.0,657.0,出界,對手出界,A,,9,672.0,434.0,8,657.0,607.0,0
26,1.0,00:34:27,61951.0,17,9,A,1,發長球,,,2.0,,,,1.0,9,535.0,427.0,,,,,8,643.0,621.0,8,537.0,448.0,0
26,2.0,00:34:29,62014.0,17,9,B,2,點扣,,,1.0,9.0,535.0,427.0,2.0,6,405.0,616.0,,,,,9,561.0,427.0,8,624.0,621.0,0
26,3.0,00:34:29,62028.0,17,9,A,2,擋小球,,1.0,2.0,6.0,405.0,616.0,2.0,7,511.0,496.0,,,,,8,612.0,626.0,8,547.0,439.0,0
26,4.0,00:34:30,62054.0,17,9,B,2,放小球,,,2.0,7.0,511.0,496.0,2.0,7,576.0,552.0,,,,,8,547.0,487.0,8,571.0,619.0,0
26,5.0,00:34:31,62082.0,17,9,A,2,放小球,,1.0,2.0,7.0,576.0,552.0,2.0,7,736.0,506.0,,,,,7,580.0,559.0,8,600.0,475.0,0
26,6.0,00:34:32,62107.0,17,9,B,2,挑球,,1.0,2.0,7.0,736.0,506.0,1.0,9,506.0,693.0,,,,,7,662.0,508.0,7,631.0,571.0,0
26,7.0,00:34:34,62172.0,17,9,A,2,點扣,,,1.0,9.0,506.0,693.0,2.0,8,760.0,463.0,,,,,8,528.0,679.0,8,592.0,468.0,0
26,8.0,00:34:34,62185.0,17,9,B,2,防守回挑,,1.0,2.0,8.0,760.0,463.0,1.0,6,388.0,638.0,,,,,8,619.0,453.0,8,580.0,664.0,0
26,9.0,00:34:36,62226.0,17,9,A,2,長球,,1.0,1.0,6.0,388.0,638.0,1.0,3,477.0,434.0,,,,,8,460.0,650.0,8,602.0,465.0,0
26,10.0,00:34:37,62262.0,17,9,B,2,切球,,,1.0,3.0,477.0,434.0,2.0,1,792.0,590.0,,,,,3,518.0,432.0,8,597.0,640.0,0
26,11.0,00:34:38,62289.0,17,9,A,2,挑球,,,2.0,1.0,792.0,590.0,1.0,4,796.0,427.0,,,,,8,744.0,604.0,8,566.0,453.0,0
26,12.0,00:34:39,62319.0,17,9,B,2,長球,1.0,,1.0,4.0,796.0,427.0,1.0,4,343.0,686.0,,,,,8,703.0,453.0,7,700.0,590.0,0
26,13.0,00:34:40,62357.0,17,9,A,2,長球,1.0,,1.0,4.0,343.0,686.0,1.0,3,523.0,429.0,,,,,8,489.0,669.0,8,631.0,448.0,0
26,14.0,00:34:42,62405.0,17,9,B,3,殺球,,,1.0,3.0,523.0,429.0,2.0,15,276.0,664.0,出界,對手出界,A,,9,532.0,434.0,8,585.0,633.0,0
27,1.0,00:34:59,62921.0,18,9,A,1,發長球,,,2.0,,,,1.0,4,768.0,424.0,,,,,8,576.0,626.0,8,710.0,456.0,0
27,2.0,00:35:01,62985.0,18,9,B,2,長球,,,1.0,4.0,768.0,424.0,1.0,9,448.0,693.0,,,,,4,765.0,427.0,8,660.0,621.0,0
27,3.0,00:35:02,63019.0,18,9,A,2,殺球,1.0,,1.0,9.0,448.0,693.0,2.0,5,465.0,475.0,,,,,8,511.0,664.0,8,628.0,463.0,0
27,4.0,00:35:03,63039.0,18,9,B,2,擋小球,,,2.0,5.0,465.0,475.0,2.0,2,432.0,576.0,,,,,8,518.0,468.0,8,523.0,664.0,0
27,5.0,00:35:04,63069.0,18,9,A,2,挑球,,1.0,2.0,2.0,432.0,576.0,1.0,9,727.0,432.0,,,,,7,477.0,573.0,8,578.0,460.0,0
27,6.0,00:35:06,63120.0,18,9,B,3,長球,1.0,,1.0,9.0,727.0,432.0,2.0,9,712.0,712.0,出界,對手出界,A,,9,705.0,429.0,8,648.0,607.0,0
28,1.0,00:35:31,63882.0,19,9,A,1,發長球,,,2.0,,,,1.0,9,580.0,436.0,,,,,8,638.0,626.0,8,547.0,451.0,0
28,2.0,00:35:33,63946.0,19,9,B,2,殺球,,,1.0,9.0,580.0,436.0,2.0,8,592.0,614.0,,,,,9,600.0,422.0,8,633.0,626.0,0
28,3.0,00:35:34,63958.0,19,9,A,2,防守回抽,,1.0,2.0,8.0,592.0,614.0,2.0,8,739.0,460.0,,,,,8,650.0,628.0,8,595.0,453.0,0
28,4.0,00:35:34,63979.0,19,9,B,2,擋小球,,1.0,2.0,8.0,739.0,460.0,2.0,7,744.0,578.0,,,,,8,686.0,482.0,8,672.0,616.0,0
28,5.0,00:35:35,64007.0,19,9,A,2,挑球,,,2.0,7.0,744.0,578.0,1.0,4,804.0,427.0,,,,,7,724.0,588.0,8,657.0,463.0,0
28,6.0,00:35:37,64050.0,19,9,B,3,切球,1.0,,1.0,4.0,804.0,427.0,2.0,7,559.0,523.0,掛網,對手掛網,A,,9,756.0,434.0,8,676.0,621.0,0
29,1.0,00:35:55,64610.0,20,9,A,1,發長球,,,2.0,,,,1.0,4,770.0,429.0,,,,,8,585.0,619.0,8,717.0,448.0,0
29,2.0,00:35:57,64673.0,20,9,B,2,切球,,,1.0,4.0,770.0,429.0,2.0,6,422.0,604.0,,,,,9,758.0,432.0,8,652.0,636.0,0
29,3.0,00:35:58,64689.0,20,9,A,2,放小球,,1.0,2.0,6.0,422.0,604.0,2.0,5,441.0,492.0,,,,,8,583.0,612.0,8,734.0,453.0,0
29,4.0,00:35:59,64719.0,20,9,B,2,放小球,,,2.0,5.0,441.0,492.0,2.0,2,396.0,564.0,,,,,1,496.0,499.0,8,492.0,597.0,0
29,5.0,00:36:00,64747.0,20,9,A,2,勾球,,1.0,2.0,2.0,396.0,564.0,2.0,2,794.0,506.0,,,,,2,429.0,568.0,8,547.0,480.0,0
29,6.0,00:36:01,64774.0,20,9,B,3,放小球,,1.0,2.0,2.0,794.0,506.0,2.0,10,878.0,528.0,掛網,對手掛網,A,,7,744.0,506.0,7,583.0,585.0,0
30,1.0,00:36:14,65167.0,20,10,A,1,發長球,,,2.0,,,,1.0,9,556.0,432.0,,,,,8,643.0,619.0,8,544.0,439.0,0
30,2.0,00:36:16,65227.0,20,10,B,2,殺球,,,1.0,9.0,556.0,432.0,2.0,6,398.0,614.0,,,,,9,573.0,434.0,8,633.0,614.0,0
30,3.0,00:36:16,65243.0,20,10,A,2,擋小球,,1.0,2.0,6.0,398.0,614.0,2.0,5,463.0,477.0,,,,,8,612.0,626.0,8,573.0,453.0,0
30,4.0,00:36:17,65269.0,20,10,B,2,挑球,,,2.0,5.0,463.0,477.0,1.0,9,655.0,693.0,,,,,7,518.0,494.0,8,573.0,624.0,0
30,5.0,00:36:18,65298.0,20,10,A,3,殺球,,,1.0,9.0,655.0,693.0,2.0,7,741.0,549.0,掛網,對手掛網,B,,8,645.0,652.0,8,602.0,460.0,0
31,1.0,00:36:33,65739.0,21,10,B,1,發長球,,,2.0,,,,1.0,9,722.0,698.0,,,,,8,614.0,468.0,8,715.0,650.0,0
31,2.0,00:36:35,65811.0,21,10,A,2,切球,,,1.0,9.0,722.0,698.0,2.0,6,782.0,492.0,,,,,9,734.0,693.0,8,616.0,468.0,0
31,3.0,00:36:36,65835.0,21,10,B,2,勾球,,1.0,2.0,6.0,782.0,492.0,2.0,2,415.0,559.0,,,,,8,753.0,482.0,8,672.0,657.0,0
31,4.0,00:36:37,65858.0,21,10,A,2,挑球,,1.0,2.0,2.0,415.0,559.0,1.0,8,756.0,441.0,,,,,2,460.0,580.0,8,645.0,470.0,0
31,5.0,00:36:38,65895.0,21,10,B,2,殺球,1.0,,1.0,8.0,756.0,441.0,2.0,5,780.0,636.0,,,,,8,712.0,448.0,8,626.0,614.0,0
31,6.0,00:36:39,65913.0,21,10,A,2,擋小球,,,2.0,5.0,780.0,636.0,2.0,7,688.0,499.0,,,,,8,672.0,643.0,8,736.0,446.0,0
31,7.0,00:36:40,65942.0,21,10,B,2,放小球,,1.0,2.0,7.0,688.0,499.0,2.0,7,564.0,561.0,,,,,7,662.0,504.0,8,609.0,619.0,0
31,8.0,00:36:40,65961.0,21,10,A,2,放小球,,,2.0,7.0,564.0,561.0,2.0,7,525.0,518.0,,,,,7,544.0,568.0,8,633.0,484.0,0
31,9.0,00:36:41,65987.0,21,10,B,2,挑球,,,2.0,7.0,525.0,518.0,1.0,9,556.0,696.0,,,,,7,561.0,506.0,7,556.0,564.0,0
31,10.0,00:36:43,66048.0,21,10,A,2,長球,,,1.0,9.0,556.0,696.0,1.0,5,456.0,441.0,,,,,9,564.0,686.0,8,592.0,460.0,0
31,11.0,00:36:44,66083.0,21,10,B,2,切球,,,1.0,5.0,456.0,441.0,2.0,1,820.0,576.0,,,,,3,492.0,427.0,8,540.0,640.0,0
31,12.0,00:36:46,66114.0,21,10,A,2,挑球,,,2.0,1.0,820.0,576.0,1.0,4,825.0,432.0,,,,,7,736.0,592.0,8,590.0,446.0,0
31,13.0,00:36:47,66147.0,21,10,B,2,長球,,1.0,1.0,4.0,825.0,432.0,1.0,3,775.0,693.0,,,,,4,794.0,436.0,8,681.0,609.0,0
31,14.0,00:36:48,66179.0,21,10,A,3,殺球,,,1.0,3.0,775.0,693.0,2.0,5,436.0,475.0,對手落地致勝,落地致勝,A,,8,748.0,650.0,8,667.0,463.0,0
